publish_date,headline_text
20131119,baby ebony shaken and squeezed before death father admits court
20131119,chaotic communication surrounds canberra hospital death
20131119,man killed in crash
20131119,pilot killed on outback crash
20131119,poilce search new area for missing housemates
20131120,1 in 8 youth deaths linked to alcohol ncd report
20131120,binge drinking now linked to 1 in 8 deaths under 25
20131120,body found believed to be missing nsw camper
20131120,child killed crash hills freeway
20131120,coronial finding hampel death flesh eating bacteria gove hospit
20131120,fears for missing perth trekker in nepal
20131120,free swaps and activities promoted on new website
20131120,murder charges laid over death of 7yo sydney boy
20131120,police not giving up search for missing rockhampton housemates
20131120,woman killed after car hits tree near pinjarra
20131121,abbott not apologising as indonesia freezes cooperation with au
20131121,father calls to speed up pearl death inquest
20131121,father tortured infant ahead of death court told
20131121,homicide squad arrests man over woman's death in prahran
20131121,nt coronial inquest katherine death naaja eric lewis
20131121,worker killed trapped under truck at burton
20131122,an png fact finding mission on death penalty
20131122,australia seeks free trade agreement with china
20131122,benalla women urged to take up free mammograms
20131122,man charged over suspected toxic alcohol deaths
20131122,man jailed for pushing a woman to her death at eastlakes in syd
20131122,man killed in north west smash
20131122,police confirm deaths of nursing home residents being treated a
20131122,police investigate the death of a man in central victoria
20131122,police probe bruce highway pedestrain death
20131122,police say heat related illness behind maryborough toddlerdeath
20131122,six killed in latvian supermarket roof collapse
20131123,an philippines typhoon death toll surpasses 5200 government
20131125,body found on tamar river banks may be missing student
20131125,coroner finds pillar which fell and killed toddler was construc
20131125,mine deaths report shows contract workers more at risk
20131125,more than 11000 children killed in syrian conflict report says
20131125,police attempt to find man missing from campsite
20131125,police says golden square death not suspicious
20131126,drug trafficking accused freed on bail
20131126,inquiry to look into deaths of three children from bowraville i
20131126,special team joins search for missing camper
20131126,three killed in png plane crash
20131127,free wi fi switched on in loxton
20131127,inquest into wifes stabbing death hears details of
20131127,man charged with murder over sydney woman's death
20131127,man is committed to stand trial over baby death
20131127,missing beaumont children police dig up factory site
20131127,new horsham prisoner cells to free up police
20131128,an sri lankan census to determine war death toll
20131128,care agency criticised over handling of autistic teen's death
20131128,free choice supplementing
20131128,inquest begins into 3 month old's death
20131128,inquest into townsville womans death hears key evidence destroye
20131128,man's death declared a murder after body found at monash
20131128,parents appeal for information on missing 14yo sydney girl
20131128,rural nt rural reporter station skills for troubled youth
20131128,rural qld rural reporter prairie primary prepares pupils
20131128,rural sa rural reporter afghans in the shearing sheds
20131128,rural vic rural reporter life after racing
20131129,abc journalists among those honoured at 2013 walkley awards
20131129,grave fears for missing hunter valley girl: detectives
20131129,missing sydney teen found alive and well in victoria
20131129,more than 40 killed in explosion in libya
20131129,police call off search for missing teenager
20131129,renewed plea to find missing girl
20131129,sao paulo arena to be used in world cup despite deaths
20131130,bodyboarder killed after shark attack
20131130,brazilian workers killed after crane accident
20131130,man killed in shark attack off nsw coast
20131130,norths brother killed in accident
20131130,rescuers battle to free scottish helicopter pub crash victims
20131201,17yo goes missing from blue mountains party
20131201,fast and furious actor paul walker killed in car crash
20131201,missing mozambican plane wreck found in namibia; no survivors
20131201,nine killed in indonesian landslide
20131201,search for shark that killed bodyboarder zac young
20131201,worker killed at hunter valley coal mine
20131202,17yo nsw apprentice alec meikle killed himself after a year of
20131202,canberra man jailed after car crash killed son
